Player;Age;Tm;PER;TRB%;AST%;STL%;BLK%
Mike Harris;30;UTA;15.3;8.4;3.6;3.7;2.4
Peyton Siva;23;DET;5.7;3.4;21;2;0.4
Lorenzo Brown;23;PHI;8.2;6.8;27.5;2.8;1.1
Eric Maynor;26;WAS;6;6.5;26.8;1.2;0.4
Mike Muscala;22;ATL;10.8;14;5.2;0.7;3.7
Greg Oden;26;MIA;12.4;16;0.7;1.7;5.3
Marquis Teague;20;BRK;8.4;6.3;23.8;2.1;0.4
Dionte Christmas;27;PHO;11.1;10.8;5.8;0.5;1.1
Luc Mbah a Moute;27;SAC;11.7;7.8;11.1;2.3;2.1
Danny Granger;30;LAC;12.6;8;6.6;0.8;1.6
Nando De Colo;26;TOR;12.9;8.5;26.9;1.9;1.2
Darius Morris;23;PHI;11.9;3.6;25.4;2;0
Hasheem Thabeet;26;OKC;2.6;11.7;0.7;1;3.8
Arnett Moultrie;23;PHI;6.7;10.1;1.5;2.1;1.7
Victor Claver;25;POR;8.8;11.4;9.1;0.8;1.1
Louis Amundson;31;NOP;9.2;17.4;4.7;2.5;5
Charlie Villanueva;29;DET;12.7;10.3;5.5;1.1;2.2
Manny Harris;24;LAL;10.9;10.1;9.5;1.1;0.4
Chuck Hayes;30;SAC;11.4;14.8;4.9;3.1;0.9
Kobe Bryant;35;LAL;10.7;7.8;34.6;1.9;0.4
Jason Collins;35;BRK;4.1;6.6;3.5;2.4;0.5
Ian Clark;22;UTA;9.2;6.4;14.7;2.4;0.9
Henry Sims;23;CLE;10.7;18.7;4.5;1.5;3.5
Byron Mullens;24;LAC;7.8;10.6;5.5;1.8;1.4
Derrick Williams;22;MIN;7.6;8.7;0.9;1.2;1.9
Earl Watson;34;POR;2.1;5;22;1.6;0.4
Jamaal Franklin;22;MEM;4.7;8.5;5.4;1.3;1
Ronnie Brewer;28;HOU;3.5;4.9;8.2;1.9;0.5
John Jenkins;22;ATL;4.7;8.1;10.4;0.3;0.5
Sergey Karasev;20;CLE;2.3;5.8;5.6;1;0.5
Dewayne Dedmon;24;PHI;8.7;17.6;2.9;0;4.8
Joel Anthony;31;BOS;8.1;11.8;1.9;1;4.1
Shannon Brown;28;NYK;8.4;6;4.1;4.3;0
Bernard James;28;DAL;8.5;16.6;2.8;1.1;4.5
Dwight Buycks;24;TOR;7.2;9.2;10.6;2.9;0
Nemanja Nedovic;22;GSW;-1.7;5.8;12.1;0;0.5
Tornike Shengelia;22;BRK;3.3;6.1;13.3;0.8;0.6
Chris Babb;23;BOS;3.7;7.3;3.3;2.3;0
Chris Wright;25;MIL;16.5;9.1;6.9;2.9;3.2
Julyan Stone;25;TOR;6.6;9.7;14.5;1.3;0
Casper Ware;24;PHI;13;4.2;13.7;3.3;0
Austin Daye;25;SAS;13.5;9.8;7.9;1.8;2.5
Lavoy Allen;24;IND;17.5;17.1;9;0.9;4.1
Eric Maynor;26;PHI;6.6;7.2;15.7;1.7;1.4
James Nunnally;23;PHI;6.1;5.4;7.7;2.2;0.7
Jamaal Tinsley;35;UTA;1.9;5.8;29.5;1;0
Glen Rice;23;WAS;6.6;10.6;9.3;2.8;0.8
Stephen Jackson;35;LAC;0.1;5.2;6.2;2.8;0.7
Shannon Brown;28;SAS;-0.5;7.1;6.4;0.5;0
Greg Smith;23;HOU;13.7;15;0;0.5;1.5
Allen Crabbe;21;POR;7.7;4.8;8.7;1;0.7
A.J. Price;27;MIN;9.7;5.5;21.5;0.5;0
Hilton Armstrong;29;GSW;17;26.5;7.1;2.1;3.1
Shavlik Randolph;30;PHO;7.7;14.8;1.4;1.6;0.8
Ognjen Kuzmic;23;GSW;3.4;12.5;2.9;1.6;3.3
Solomon Jones;29;ORL;5.8;10.7;3.4;1.2;1.8
D.J. Augustin;26;TOR;1.2;2.8;18.4;0.6;0
JaVale McGee;26;DEN;10.2;11.6;4.4;0.6;6.5
Tony Mitchell;21;DET;18.1;18;3.4;3.8;3
Mike James;38;CHI;1.5;5.2;34.1;1.4;0
Troy Daniels;22;HOU;16;3;11.4;0;0
Hamady N'Diaye;27;SAC;2.9;13.7;5.6;0;4.4
MarShon Brooks;25;BOS;10.7;14.8;8.6;0.7;1.1
Earl Clark;26;NYK;13.5;13.4;4.3;0.8;7.6
Justin Hamilton;23;MIA;12.6;6.5;0;3.1;0
Darius Morris;23;MEM;7.9;7.2;17.4;2.4;0
Erik Murphy;23;CHI;0.2;7.3;4.9;0;5
Quincy Acy;23;TOR;17.2;14.3;10.1;3.4;3.9
Viacheslav Kravtsov;26;PHO;10.5;16.2;2.5;0;1.3
Jared Cunningham;22;SAC;12.4;4.9;12.7;2.6;0
Jimmer Fredette;24;CHI;11.6;7.1;11.1;0;0
Beno Udrih;31;MEM;16;2.2;18;1;1.5
Keith Bogans;33;BOS;9.9;3.1;7.7;0.9;0
Darius Morris;23;LAC;1.5;5.1;12.5;1.9;0
James Nunnally;23;ATL;6.2;8.6;5.6;0.9;1.5
Damion James;26;SAS;4.1;13.5;7.5;0;1.4
Orlando Johnson;24;SAC;-0.3;4.5;11.4;0;1.6
Cartier Martin;29;CHI;13.3;5.9;6.8;1.1;0
Malcolm Thomas;25;UTA;4;14.4;6.7;0;1.6
Andris Biedrins;27;UTA;2.4;21.8;0;0;0
Lance Thomas;25;NOP;0.5;9.7;9.7;0;0
Carrick Felix;23;CLE;13.3;8.9;18.2;0;0
Joel Anthony;31;MIA;8;11.9;0;0;9.4
Andrew Bynum;26;IND;19.9;29.7;11.2;0;2.1
Othyus Jeffers;28;SAS;8.9;9.9;3.9;0;0
Ryan Gomes;31;OKC;0.2;6.6;4.1;0;0
Robert Covington;23;HOU;15;8.2;0;2.9;0
Ricky Ledo;21;DAL;12.7;3.5;9.5;1.6;0
Austin Daye;25;TOR;2.4;12.4;9.2;0;0
James Southerland;23;NOP;17.7;17.2;0;1.9;6.2
Melvin Ely;35;NOP;3.9;2.2;0;0;3.1
Arinze Onuaku;26;NOP;5.6;16.3;16.2;0;0
Josh Childress;30;NOP;3.9;7.3;10.7;2.2;0
Adonis Thomas;20;ORL;5.8;7.1;13.2;0;0
Jared Cunningham;22;ATL;-1.8;2.6;18.8;0;0
Aaron Gray;29;TOR;5.7;23.3;23.1;0;0
Josh Powell;31;HOU;2.5;14.6;0;0;3.9
Reggie Williams;27;OKC;16.4;0;11.5;3;0
Tornike Shengelia;22;CHI;9;6.7;19.8;3.1;0
Malcolm Thomas;25;SAS;6.6;33.8;0;0;9.6
MarShon Brooks;25;GSW;24.3;18.2;0;3.3;0
Vander Blue;21;BOS;0.5;11.4;10.7;0;0
D.J. Stephens;23;MIL;16.1;19.1;0;0;0
Darius Johnson-Odom;24;PHI;-23;7.2;8.5;3.2;0
Othyus Jeffers;28;MIN;1.7;12.6;0;0;0
Adonis Thomas;20;PHI;10.1;0;13.9;0;0
Shane Edwards;26;CLE;-1;9.3;0;0;0
Mustafa Shakur;29;OKC;-8.8;0;45.1;0;0
Elias Harris;24;LAL;7.6;4.9;11.4;4.4;0
Sasha Vujacic;29;LAC;1.5;16.7;0;5;0
D.J. White;27;CHA;2.4;11.3;0;5.2;0
Tony Mitchell;24;MIL;30.9;5.7;22.6;5.2;0
Maalik Wayns;22;LAC;19.3;12.3;31.7;11.1;0
Royce White;22;SAC;-8.3;0;0;0;0
Seth Curry;23;CLE;19.9;6.2;0;11.5;0
Scotty Hopson;24;CLE;-6.5;0;18.8;7.4;0
Dewayne Dedmon;24;GSW;-5.1;0;0;0;0
Royal Ivey;32;OKC;-16.5;11.3;0;0;0
Arinze Onuaku;26;CLE;-5.3;11.2;0;0;0
Seth Curry;23;MEM;0;0;0;0;0
Justin Hamilton;23;CHA;0;0;0;13;0
Dexter Pittman;25;ATL;13.1;57.9;0;0;0
James Southerland;23;CHA;-40.6;0;0;0;0
Ronnie Brewer;28;CHI;0;0;0;0;0
Jarvis Varnado;25;CHI;-9.1;0;0;0;0
Chris Smith;26;NYK;0;0;0;0;0
DeAndre Liggins;25;MIA;129.1;62.8;0;0;0
James Harden;25;HOU;26.7;8.5;34.6;2.6;1.6
Andrew Wiggins;19;MIN;13.9;7.2;9.8;1.5;1.3
Trevor Ariza;29;HOU;12.7;8.6;11.1;2.6;0.5
Damian Lillard;24;POR;20.7;6.9;29;1.7;0.5
Chris Paul;29;LAC;26;7.4;47.4;2.8;0.4
John Wall;24;WAS;19.9;7.3;46.3;2.5;1.3
DeAndre Jordan;26;LAC;21;24.5;3.2;1.5;5.4
Eric Bledsoe;25;PHO;18.4;8.3;27.9;2.3;1.2
Joe Johnson;33;BRK;14.1;7.7;17.1;1.1;0.4
Kyrie Irving;22;CLE;21.5;5;25;2.2;0.6
Monta Ellis;29;DAL;16.5;3.9;20.5;2.8;0.8
Tyreke Evans;25;NOP;17.7;8.8;32.7;2;1
Marc Gasol;30;MEM;21.7;13.4;19.7;1.4;4
Pau Gasol;34;CHI;22.7;18.6;14.4;0.5;4
Ben McLemore;21;SAC;10.4;5.1;8.4;1.5;0.6
Ty Lawson;27;DEN;18.5;4.7;43;1.7;0.3
Gordon Hayward;24;UTA;20.2;8.2;21.7;2.2;0.9
Stephen Curry;26;GSW;28;7;38.6;3;0.5
Kentavious Caldwell-Pope;21;DET;11.2;5.4;6.8;1.9;0.5
Markieff Morris;25;PHO;15.8;10.7;12.4;2;1.2
Victor Oladipo;22;ORL;15.9;6.6;19.3;2.4;0.6
Giannis Antetokounmpo;20;MIL;14.8;12.2;13.1;1.5;2.8
Kevin Love;26;CLE;18.8;16.6;10.7;1;1.2
Nikola Vucevic;24;ORL;21.5;18.1;11;1.1;1.7
Jimmy Butler;25;CHI;21.3;8.2;14.4;2.3;1
LaMarcus Aldridge;29;POR;22.8;15.5;9.2;1;1.9
Andre Drummond;21;DET;21.4;24;3.9;1.5;4.8
LeBron James;30;CLE;25.9;9.6;38.6;2.3;1.6
Draymond Green;24;GSW;16.4;14;16.1;2.4;2.9
Elfrid Payton;20;ORL;13.8;7.9;32.6;2.9;0.7
Wilson Chandler;27;DEN;13.2;10.4;8.9;1.2;0.9
Anthony Davis;21;NOP;30.8;16.1;11.6;2.1;6.2
Klay Thompson;24;GSW;20.8;5.4;14.6;1.7;1.8
Marcin Gortat;30;WAS;18.2;16.5;6.5;1;3.6
Avery Bradley;24;BOS;11.5;5.4;8.9;1.7;0.5
Luol Deng;29;MIA;15.5;9.3;9.9;1.4;0.8
Kyle Korver;33;ATL;14.8;7.2;12.1;1.1;1.5
Kyle Lowry;28;TOR;19.3;7.8;32.4;2.3;0.4
J.J. Redick;30;LAC;16.2;3.9;9;0.8;0.3
Rudy Gay;28;SAC;19.7;9.4;19;1.5;1.3
Paul Millsap;29;ATL;20;13.6;15.4;2.8;2.4
P.J. Tucker;29;PHO;12.5;11.5;7.4;2.2;0.7
Solomon Hill;23;IND;10.2;7.3;11.9;1.4;0.6
Nicolas Batum;26;POR;13.1;9.4;20.5;1.7;1.2
Khris Middleton;23;MIL;15.6;8.4;12.7;2.6;0.4
Tobias Harris;22;ORL;16.7;10.3;8.8;1.5;1.2
Mario Chalmers;28;MIA;11.7;5.2;21;2.7;0.4
Blake Griffin;25;LAC;22.8;12.1;26.2;1.4;1.2
Courtney Lee;29;MEM;11.5;4.3;9.8;1.7;0.4
Al Horford;28;ATL;21.4;13.4;18.6;1.5;3.5
Harrison Barnes;22;GSW;13.4;10.5;6.9;1.3;0.6
Gerald Henderson;27;CHO;13.2;6.5;15.6;1.1;0.7
Danny Green;27;SAS;16.5;8.4;10.3;2.2;2.8
Nerlens Noel;20;PHI;15;14.3;9.8;2.9;5
Zach Randolph;33;MEM;19.5;18.5;11.4;1.6;0.5
Russell Westbrook;26;OKC;29.1;11.4;47;3;0.5
Trey Burke;22;UTA;12.6;5.2;25;1.5;0.5
Tyson Chandler;32;DAL;20.1;20.7;5.3;0.9;3.2
Dirk Nowitzki;36;DAL;19.2;11;10.4;0.9;1.2
Derrick Favors;23;UTA;21.8;15.4;9.4;1.4;4.3
Matt Barnes;34;LAC;11.3;7.5;7.2;1.5;1.8
Evan Turner;26;BOS;12.8;10.1;30;1.8;0.7
Wesley Johnson;27;LAL;11.1;7.8;8.6;1.3;1.6
Jarrett Jack;31;BRK;14.6;6.1;27.3;1.7;0.5
Jeff Teague;26;ATL;20.6;4.7;37.9;2.9;1.2
Tim Duncan;38;SAS;22.6;17.9;16.8;1.4;5.1
Mike Conley;27;MEM;18.6;5.4;28;2.1;0.5
Tristan Thompson;23;CLE;15.6;17.2;2.7;0.8;2.2
Gorgui Dieng;25;MIN;17.2;15.9;10.5;1.6;4.5
DeMarre Carroll;28;ATL;15.9;9.7;8.3;2.2;0.7
Chandler Parsons;26;DAL;16.3;8.1;11.4;1.6;0.7
Rudy Gobert;22;UTA;21.6;20.7;8.2;1.6;7
Patrick Patterson;25;TOR;14.6;11.6;10.7;1.4;1.6
Greg Monroe;24;DET;21.2;17.9;11.7;1.9;1.3
Kemba Walker;24;CHO;17.6;5.7;27.1;2.2;1.2
Serge Ibaka;25;OKC;16.6;12.6;4.2;0.7;5.8
Deron Williams;30;BRK;15.7;6.3;33.7;1.6;0.6
Bradley Beal;21;WAS;14;6.4;15;1.8;0.7
Brook Lopez;26;BRK;22.7;14.3;4.5;1.1;4.8
DeMar DeRozan;25;TOR;17.4;7.6;17;1.8;0.4
Jonas Valanciunas;22;TOR;20.6;19.1;3.1;0.8;3.6
Terrence Ross;23;TOR;11.2;6.2;6.5;1.3;1
Kenneth Faried;25;DEN;18.4;17.3;7.1;1.5;2.1
Andre Iguodala;31;GSW;12.3;6.7;14.6;2.1;0.9
Joakim Noah;29;CHI;15.3;17.1;23;1.2;2.6
Marcus Morris;25;PHO;13.7;10.3;10.2;1.5;0.6
Donatas Motiejunas;24;HOU;14.4;11.4;10.8;1.4;1.3
Marvin Williams;28;CHO;11.8;10.4;7.8;1.8;1.4
Kawhi Leonard;23;SAS;22;12.9;13;3.7;1.8
Wesley Matthews;28;POR;16.1;5.9;10.8;1.9;0.4
Eric Gordon;26;NOP;12.7;4.5;17.6;1.3;0.5
Lou Williams;28;TOR;19.9;4.3;13.6;2.3;0.4
DeMarcus Cousins;24;SAC;25.2;21.1;20.4;2.3;4
Al Jefferson;30;CHO;19.7;15.1;11.6;1.2;3.3
Jason Thompson;28;SAC;10.2;15.1;6.5;0.8;2.3
Greivis Vasquez;28;TOR;12.6;6.3;23.9;1.2;0.4
Boris Diaw;32;SAS;12.7;10;17.9;0.9;0.9
Omer Asik;28;NOP;15.5;21.4;5.4;0.8;2.1
Amir Johnson;27;TOR;15.4;13.3;9.4;1.1;2.4
Dwyane Wade;33;MIA;21.4;6.7;32.1;2;0.9
Robert Covington;24;PHI;14.7;8.8;9.8;2.5;1.3
Tony Parker;32;SAS;15.9;3.7;28.7;1.2;0.1
Brandon Bass;29;BOS;16.3;11.3;8.6;1.1;1.3
Roy Hibbert;28;IND;15.4;15.5;7.4;0.5;5.1
Luc Mbah a Moute;28;PHI;10.6;9.3;9.8;2.1;0.9
Paul Pierce;37;WAS;15.2;8.7;11.9;1.2;1
Jeremy Lin;26;LAL;15.6;5.7;28.6;2.2;1.4
Zach LaVine;19;MIN;11.3;6.4;24;1.4;0.4
David West;34;IND;16;13.1;20.1;1.3;2
Aaron Brooks;30;CHI;14.4;4.8;24.2;1.5;0.6
Rodney Stuckey;28;IND;15.4;7.3;20.2;1.5;0.4
Jordan Hill;27;LAL;16.2;16.4;9.5;0.9;2.3
Channing Frye;31;ORL;9.5;8.9;7.4;1.3;1.7
Shane Larkin;22;NYK;10.9;5.4;19.4;2.6;0.4
Bojan Bogdanovic;25;BRK;11.6;6.4;5.8;0.9;0.4
C.J. Miles;27;IND;14.1;6.4;7.1;1.7;1.1
Ed Davis;25;LAL;20;18;8.3;1.4;4.3
Mike Dunleavy;34;CHI;11.6;7.3;9.7;1.1;0.8
Dante Exum;19;UTA;5.7;4.2;16.6;1.2;0.6
Marcus Smart;20;BOS;11;6.7;16.3;2.7;0.8
Anthony Morrow;29;OKC;14.8;5.8;5.2;1.5;0.5
Jason Smith;28;NYK;12;10.5;13.5;0.9;2.1
Hollis Thompson;23;PHI;10.9;6;8.4;1.6;1.2
Steven Adams;21;OKC;14.1;15.8;5.5;1.1;3.8
Arron Afflalo;29;DEN;11.7;5.6;9.3;0.9;0.2
Alan Anderson;32;BRK;10.6;6.6;7.2;1.7;0.2
Mason Plumlee;24;BRK;18;16.5;7;1.9;2.9
Goran Dragic;28;PHO;16.7;5.8;20.2;1.4;0.4
Tyler Zeller;25;BOS;18.9;14.7;10.8;0.5;2.3
Zaza Pachulia;30;MIL;15.6;16.5;16.2;2.4;1
Patrick Beverley;26;HOU;11.3;7.6;17.2;1.7;1
Jared Dudley;29;MIL;12.3;7.3;11.5;2.1;0.5
Jerryd Bayless;26;MIL;11.1;7;21;1.8;0.6
Jamal Crawford;34;LAC;16.6;4.1;14.9;1.8;0.7
O.J. Mayo;27;MIL;13.5;6.3;19.4;1.7;0.9
Nene Hilario;32;WAS;14.3;11.5;12;2;1
Taj Gibson;29;CHI;16.1;12.7;6.9;1.1;3.2
Carlos Boozer;33;LAL;16.4;15.7;10.3;1.2;0.6
Brandon Knight;23;MIL;18.5;7.5;28.6;2.5;0.5
Devin Harris;31;DAL;14.8;4.4;20.4;2.3;0.7
Tim Hardaway;22;NYK;12.1;5.4;13.5;0.6;0.7
Ryan Anderson;26;NOP;15.6;10;5.4;1;0.9
Wayne Ellington;27;LAL;11.6;6.9;10.2;1;0.1
Joe Ingles;27;UTA;9.6;6;16.8;2.3;0.5
Evan Fournier;22;ORL;12.4;5.2;11.5;1.2;0.1
Luis Scola;34;IND;16.8;17.5;11;1.5;0.8
Nikola Mirotic;23;CHI;17.9;13.3;9.7;1.7;2.4
Dante Cunningham;27;NOP;8.9;8.8;4.4;1.5;1.7
Tony Allen;33;MEM;14.6;9.7;8.1;4.1;1.5
Jason Terry;37;HOU;11.4;4.1;13.8;2;0.9
Robin Lopez;26;POR;16.2;12.9;5.1;0.5;3.7
Caron Butler;34;DET;9.3;6.6;7.3;1.4;0.2
Kirk Hinrich;34;CHI;6.8;4.1;13.8;1.5;0.6
Thaddeus Young;26;MIN;15;8.7;14.7;2.7;0.8
Manu Ginobili;37;SAS;16.2;7.5;28.6;2.2;0.9
Michael Kidd-Gilchrist;21;CHO;15.1;14.4;8.2;1;1.9
Andrew Bogut;30;GSW;15.8;18.5;15.4;1.2;5.3
Lance Stephenson;24;CHO;8.8;9.7;25.4;1.2;0.4
Jared Sullinger;22;BOS;17.9;15.4;14.2;1.4;2.1
Darren Collison;27;SAC;17.5;5.2;27.2;2.2;0.7
Trevor Booker;27;UTA;15.3;14.7;9;1.5;2.1
Chris Bosh;30;MIA;19.8;12;12;1.4;1.4
Derrick Rose;26;CHI;15.9;5.7;30.7;1.2;0.8
Steve Blake;34;POR;9.5;4.8;26.2;1.4;0.2
Alex Len;21;PHO;13.5;16.4;3.1;1.1;5.3
Dennis Schroder;21;ATL;15.7;6.2;34.6;1.7;0.2
Rasual Butler;35;WAS;11.4;7.4;6.5;1;1.2
Beno Udrih;32;MEM;15.4;5.5;24;1.6;0.4
Cody Zeller;22;CHO;14.1;13.4;10.9;1.2;2.6
Jordan Clarkson;22;LAL;16.9;7.1;23.8;1.8;0.7
Shaun Livingston;29;GSW;12.9;6.7;24.2;1.6;1
Jodie Meeks;27;DET;14.1;3.9;8.8;2.1;0.3
Derrick Williams;23;SAC;12.8;7.8;5.6;1.2;0.2
J.R. Smith;29;CLE;14.5;6.3;12.3;2.3;1
Langston Galloway;23;NYK;12.3;7.5;17.6;1.9;0.7
Gerald Green;29;PHO;15.4;7;10.9;1.4;0.6
Cory Joseph;23;SAS;15.5;7.5;19.7;1.6;0.9
Ray McCallum;23;SAC;12.5;7.1;21.3;1.6;0.6
Otto Porter;21;WAS;11.6;8.7;6.8;1.6;1.7
Carmelo Anthony;30;NYK;21.5;10.7;18;1.5;1
Danilo Gallinari;26;DEN;16.8;8.3;9.4;1.6;1.1
Kelly Olynyk;23;BOS;15.9;11.7;12.2;2.3;2.1
C.J. Watson;30;IND;15.4;6.3;23.3;2.1;0.5
Dion Waiters;23;OKC;10.1;5.1;9.8;1.6;0.6
Omri Casspi;26;SAC;14.4;10.4;11.8;1.1;0.5
Tony Snell;23;CHI;10.2;6.8;6.8;1.2;0.6
J.J. Hickson;26;DEN;14.3;17.3;6.5;1.3;1.9
Corey Brewer;28;HOU;14;8;11.5;2.1;0.8
Josh Smith;29;HOU;15.2;12.9;17.8;1.8;3.8
Henry Sims;24;PHI;14.5;13.9;10.7;1.4;1.7
Chris Kaman;32;POR;17.3;18.5;7.8;0.7;2.8
Reggie Jackson;24;OKC;15.6;7.7;24.5;1.5;0.3
Michael Carter-Williams;23;PHI;12.8;9.9;40.9;2.2;1
Marco Belinelli;28;SAS;12.4;6.4;10.3;1.1;0.2
Jae Crowder;24;BOS;14.1;10.5;9;2.1;1.1
Matthew Dellavedova;24;CLE;8.5;5.2;21.1;0.9;0.1
Jerami Grant;20;PHI;8.7;7.8;9.4;1.5;4
James Johnson;27;TOR;17.9;10.8;11.4;2;4.1
Al-Farouq Aminu;24;DAL;14.4;13.7;6.1;2.6;3.7
J.J. Barea;30;DAL;15.1;5.4;29.5;1.2;0.1
Jeff Green;28;MEM;14.2;7.8;9.5;1;1.3
Kosta Koufos;25;MEM;14.2;18.1;4.3;1.1;3.9
Kris Humphries;29;WAS;15.4;17.4;6.7;1.3;1.5
Brian Roberts;29;CHO;11.7;4.5;20.3;1.3;0.4
Enes Kanter;22;UTA;17.5;16.7;3.8;0.9;1
Kent Bazemore;25;ATL;9.7;9.6;8.6;2;2.1
K.J. McDaniels;21;PHI;10.8;8;9.3;1.7;4.2
Ersan Ilyasova;27;MIL;16.8;12;7.4;1.4;1.2
Rajon Rondo;28;DAL;12.4;8.6;34;2.1;0.2
Jrue Holiday;24;NOP;18.8;5.9;34.9;2.5;1.3
Kevin Martin;31;MIN;16.7;6.2;12.5;1.3;0.1
D.J. Augustin;27;DET;15.8;4.2;33.2;1.3;0.1
Kyle Singler;26;DET;9.4;5.9;7.9;1.3;0.9
Quincy Acy;24;NYK;11.9;13.5;8.7;1.1;1.4
Andre Roberson;23;OKC;9.1;10.6;7.4;2.1;1.8
Chase Budinger;26;MIN;12.2;8.8;8;1.7;0.6
Spencer Hawes;26;LAC;9.8;11.4;10;1;3.4
Jose Calderon;33;NYK;11.3;5.6;25.6;1.3;0
George Hill;28;IND;21.5;7.8;31.4;1.8;0.9
Quincy Pondexter;26;NOP;11.1;6.3;7.8;0.6;1.2
Richard Jefferson;34;DAL;11.3;8.1;7;1.3;0.7
Bismack Biyombo;22;CHO;15.2;18;2;0.7;6.3
Kevin Seraphin;25;WAS;12.5;13.1;8;0.4;3.8
Ryan Kelly;23;LAL;8.6;6.5;10.9;1.2;1.6
John Henson;24;MIL;18;14.5;7.8;1.2;9.3
Dwight Howard;29;HOU;19.2;19.5;7.3;1.1;3.4
Marreese Speights;27;GSW;19.5;14.5;9.9;0.8;2.1
Kobe Bryant;36;LAL;17.6;9.1;29.9;2;0.5
Carl Landry;31;SAC;14.9;12.8;3.6;0.6;1.1
Isaiah Thomas;25;PHO;19.7;5.1;23.6;1.9;0.3
Brandon Jennings;25;DET;19.7;4.8;39.9;1.9;0.3
Anthony Tolliver;29;DET;11.8;9;6.5;0.9;1
Mo Williams;32;MIN;14.4;4.9;38;1.3;0.5
Timofey Mozgov;28;CLE;18.7;15.9;5.6;0.8;3.9
Norris Cole;26;MIA;9.9;5.7;22.9;1.9;0.6
Ian Mahinmi;28;IND;10.8;17.2;4.4;1.3;3.1
Hassan Whiteside;25;MIA;26.2;25.4;1;1.2;9.2
Robert Sacre;25;LAL;10.9;11.4;7.4;1.3;3.1
Chris Andersen;36;MIA;16.1;15.9;6.1;1.2;4.6
JaKarr Sampson;21;PHI;9.4;7.8;12;1.7;1.9
Nik Stauskas;21;SAC;7.5;4.4;9;0.9;1.2
Mike Scott;26;ATL;15.1;10.1;10.9;1.1;0.2
Aron Baynes;28;SAS;15.9;16.1;4.9;0.7;1.5
Donald Sloan;27;IND;13.1;7.1;27.5;1.1;0
Jusuf Nurkic;20;DEN;14.8;18.7;7.3;2.4;4.8
Nick Collison;34;OKC;11.2;12.2;11.6;1.6;1.8
Shawn Marion;36;CLE;11;10.5;6.9;1.3;1.9
Jeff Green;28;BOS;14.6;7.1;7.9;1.2;0.9
Vince Carter;38;MEM;9.6;7;11.1;2.1;1.1
Randy Foye;31;DEN;11;4.2;17;1.6;0.8
Lavoy Allen;25;IND;14.9;16.7;10.9;0.7;3.1
Rodney Hood;22;UTA;12.3;6.4;13.2;1.5;0.9
Tyler Hansbrough;29;TOR;13.3;14.4;2.8;1.5;1.1
James Ennis;24;MIA;11.5;10.1;7.2;1.3;1.4
Damjan Rudez;28;IND;8.2;2.5;7.9;0.8;0.4
Lance Thomas;26;NYK;8.6;6.7;7.9;1.3;0.6
Pero Antic;32;ATL;9.5;10.4;6.9;0.9;1.1
Tiago Splitter;30;SAS;18.9;13.9;11.8;1.7;2.7
Shabazz Napier;23;MIA;9.3;6.7;19.9;2.1;0.3
Miles Plumlee;26;PHO;13.1;14.9;3.9;1.7;4.2
Nick Young;29;LAL;14.2;5.3;6.9;1.2;0.9
Udonis Haslem;34;MIA;10.6;15.6;7.4;1.1;1.1
Darrell Arthur;26;DEN;11.5;9.3;9.3;2.4;2.1
Ronnie Price;31;LAL;10.2;3.9;24.4;3.5;0.3
Leandro Barbosa;32;GSW;15.3;5;14.9;2;0.6
Kendrick Perkins;30;OKC;7.4;15.2;6.1;0.7;3.1
Cole Aldrich;26;NYK;18.1;20;13.3;2;5.5
Thabo Sefolosha;30;ATL;13.8;13.1;11.2;2.8;1.8
C.J. McCollum;23;POR;13.1;5;10.3;2.3;0.6
Alexis Ajinca;26;NOP;19.9;18.7;8.2;1.2;4
Willie Green;33;ORL;7.9;4.7;10.9;1.4;0.4
Matt Bonner;34;SAS;10.1;7;7.1;0.5;1
Gary Neal;30;CHO;9.9;5.6;14.9;0.9;0.1
Shawne Williams;28;MIA;11.2;9;6.3;1.2;1.6
Elijah Millsap;27;UTA;7.9;9.4;9.7;3.2;1.4
Iman Shumpert;24;CLE;11.1;8.9;9.3;2.9;1.1
Kevin Durant;26;OKC;27.6;10.4;22.2;1.3;2.2
Goran Dragic;28;MIA;18.8;5.9;27.8;1.6;0.6
David Lee;31;GSW;17.8;15.3;13.7;1.7;2.1
Glen Davis;29;LAC;10.8;10.5;6.3;2.3;1.9
Alec Burks;23;UTA;13;7.3;15.2;1;0.4
Timofey Mozgov;28;DEN;13.8;16.4;2.7;0.8;3.6
Josh Smith;29;DET;14.3;12.3;24.7;2.1;4.2
Tony Wroten;21;PHI;14.9;5.2;34.9;2.7;0.7
Anthony Bennett;21;MIN;11.4;13.8;8.7;1.5;1.4
Mirza Teletovic;29;BRK;10.7;12.2;8.1;0.8;1.4
Terrence Jones;23;HOU;18.3;13.7;6.9;1;5.2
Jason Maxiell;31;CHO;10.4;12.7;3.4;1.1;4
Reggie Jackson;24;DET;19.8;7.9;51.2;1.2;0.4
Shabazz Muhammad;22;MIN;19.9;10.2;9.6;1.1;0.6
Amar'e Stoudemire;32;NYK;19.5;16.4;8.1;1.2;3.3
Drew Gooden;33;WAS;11.9;14.5;8.6;1.2;0.8
Brandan Wright;27;PHO;17.8;12.4;4.1;1.9;4.2
Lou Amundson;32;NYK;12.5;16.7;12.6;1.3;5
Kevin Garnett;38;BRK;14.8;18.7;13;2.5;1.2
Joey Dorsey;31;HOU;11.1;18;4.4;2.3;2.3
Meyers Leonard;22;POR;14.8;15.8;5.8;0.6;1.2
