Player;Age;Tm;PER;TRB%;AST%;STL%;BLK%
Carmelo Anthony;29;NYK;24.4;12.3;15.8;1.7;1.5
John Wall;23;WAS;19.5;6.5;40.5;2.6;1.1
Nicolas Batum;25;POR;15.8;11.1;20.9;1.3;1.3
Damian Lillard;23;POR;18.6;5.3;25.1;1.1;0.5
LeBron James;29;MIA;29.3;11.5;32;2.2;0.8
Paul George;23;IND;20.1;10.5;17.9;2.7;0.6
DeAndre Jordan;25;LAC;18.2;21.6;3.7;1.4;5.4
Klay Thompson;23;GSW;14.3;4.7;10.2;1.3;1
Blake Griffin;24;LAC;23.9;14.7;19.2;1.6;1.4
Kyle Lowry;27;TOR;20.1;7.5;34.7;2.2;0.4
Stephen Curry;25;GSW;24.1;6.4;39.9;2.2;0.4
Joakim Noah;28;CHI;20;18.2;26.4;1.9;3.3
Jeff Green;27;BOS;13.1;7.7;8.4;1;1.3
Gordon Hayward;23;UTA;16.2;8;24.1;2.1;1.1
Kevin Love;25;MIN;26.9;18.7;21.4;1;1
Chandler Parsons;25;HOU;15.9;8.2;17.3;1.6;0.8
Wesley Matthews;27;POR;15.7;5.6;10.9;1.4;0.4
James Harden;24;HOU;23.5;6.9;27.3;2.1;0.8
Lance Stephenson;23;IND;14.7;11.4;22.1;1;0.2
Josh Smith;28;DET;14.1;10.4;15;1.9;3.2
Brandon Jennings;24;DET;15.6;4.9;34.4;1.9;0.2
Trevor Ariza;28;WAS;15.8;10.1;10.8;2.4;0.6
Thaddeus Young;25;PHI;16.6;9.5;11.8;3;1.1
Zach Randolph;32;MEM;18.3;17.4;12.7;1.1;0.7
Greg Monroe;23;DET;18.1;15.4;10.3;1.7;1.4
Goran Dragic;27;PHO;21.4;5.2;28.1;2;0.6
Serge Ibaka;24;OKC;19.6;15;5.2;0.7;6.7
Marcin Gortat;29;WAS;17.6;16.7;8.4;0.8;3.8
Ricky Rubio;23;MIN;15.4;7.1;37.8;3.6;0.3
Dirk Nowitzki;35;DAL;23.6;10.9;14.2;1.4;1.4
Andre Drummond;20;DET;22.6;22.3;2.2;2;4
Kemba Walker;23;CHA;16.8;6.6;29.7;1.7;1
Corey Brewer;27;MIN;12.7;4.3;7.9;2.9;0.9
Robin Lopez;25;POR;17.7;14.5;4.2;0.5;3.7
Tristan Thompson;22;CLE;14.9;16.3;4.5;0.8;1.1
Jimmy Butler;24;CHI;13.5;7.2;11.1;2.6;1.1
Mike Dunleavy;33;CHI;12.6;7.6;12.3;1.3;1.4
Joe Johnson;32;BRK;15.5;6.3;15;1;0.3
Jodie Meeks;26;LAL;14.7;4.1;8.5;2.1;0.1
Al Jefferson;29;CHA;22.7;17.5;12.8;1.4;2.4
Arron Afflalo;28;ORL;16;5.8;16.9;0.7;0.1
Jeff Teague;25;ATL;17.1;4.7;35.1;1.8;0.5
Chris Bosh;29;MIA;19;13;5.8;1.7;2.7
Bradley Beal;20;WAS;14.3;6.3;16;1.4;0.6
LaMarcus Aldridge;28;POR;21.8;16.5;13;1.3;1.9
Isaiah Thomas;24;SAC;20.5;4.7;32.2;1.9;0.3
Kyrie Irving;21;CLE;20.1;5.8;31.6;2.2;0.8
P.J. Tucker;28;PHO;13.3;11.9;8.1;2.2;0.7
Victor Oladipo;21;ORL;13.6;7.5;21.9;2.7;1.2
Randy Foye;30;DEN;13.3;5;17.7;1.3;1.2
Paul Millsap;28;ATL;19.8;14.6;16.2;2.6;2.5
David West;33;IND;17.5;12.3;16.1;1.3;2.3
Jose Calderon;32;DAL;15.2;4.5;22.4;1.4;0.4
Gerald Henderson;26;CHA;13.1;7.1;13.9;1.1;1
Khris Middleton;22;MIL;12.5;7.2;11.7;1.8;0.7
Mike Conley;26;MEM;20;5.2;30.1;2.4;0.4
George Hill;27;IND;13.4;6.5;17.2;1.6;0.7
J.R. Smith;28;NYK;14;7.2;15.1;1.4;0.7
Michael Carter-Williams;22;PHI;15.5;9.8;30.2;2.6;1.4
Roy Hibbert;27;IND;13.5;12.5;6.2;0.6;5.7
Shawn Marion;35;DAL;13.7;11.9;7.6;1.9;1.3
Kyle Korver;32;ATL;13.5;6.8;13.3;1.5;0.8
Brandon Knight;22;MIL;16.5;6.1;26.6;1.5;0.6
Dwight Howard;28;HOU;21.3;20.1;9.3;1.2;4
Josh McRoberts;26;CHA;13.8;8.9;21.9;1.3;1.5
Anthony Davis;20;NOP;26.5;16.6;8;2;6.7
Taj Gibson;28;CHI;16;13.5;7.3;0.9;3.7
DeMarre Carroll;27;ATL;13.9;10;8.9;2.3;0.7
Kyle Singler;25;DET;11.8;7.1;4.7;1.3;1.3
Gerald Green;28;PHO;16.5;6.6;8.6;1.5;1.4
Channing Frye;30;PHO;13.2;10.1;6.4;1.3;2.1
James Anderson;24;PHI;10.9;7;9.9;1.6;1
DeMarcus Cousins;23;SAC;26.1;20.4;17.8;2.4;3.2
David Lee;30;GSW;19.1;15.3;10.9;1;0.9
Jonas Valanciunas;21;TOR;16.1;18.2;4.2;0.5;2.5
Reggie Jackson;23;OKC;15.4;7.8;23.1;1.9;0.3
Brandon Bass;28;BOS;15;11.8;6.4;0.8;2.4
Trey Burke;21;UTA;12.6;5.3;29.4;1;0.2
Jarrett Jack;30;CLE;11.5;5.6;22.7;1.3;0.8
Wesley Johnson;26;LAL;11;8.3;8.2;1.9;2.5
Ty Lawson;26;DEN;19;5.2;38.2;2.2;0.3
Amir Johnson;26;TOR;15.4;13.3;8.7;1.3;3.2
Richard Jefferson;33;UTA;11.8;5.7;9.6;1.3;0.5
Harrison Barnes;21;GSW;9.8;7.7;7.6;1.5;0.7
Derrick Favors;22;UTA;19;16.7;7.3;1.8;3.8
Alec Burks;22;UTA;15.8;6.8;16.9;1.7;0.5
Ben McLemore;20;SAC;7.7;6.1;5.8;1;0.7
Jameer Nelson;31;ORL;13.9;6;35.1;1.2;0.2
Mario Chalmers;27;MIA;14;6.2;24.3;2.9;0.6
Kenneth Faried;24;DEN;19.8;16.9;7.5;1.6;2.3
Kevin Martin;30;MIN;16.3;5.1;9.2;1.5;0.2
Chris Paul;28;LAC;25.9;6.9;48.9;3.5;0.1
Terrence Ross;22;TOR;12;6.8;6.1;1.5;1
Tim Duncan;37;SAS;21.3;18.8;16;1;4.6
Martell Webster;27;WAS;11.5;6;6.7;1;0.6
Markieff Morris;24;PHO;18.4;12.6;10.9;1.6;1.8
Carlos Boozer;32;CHI;14.4;16.8;10.9;1.3;0.8
Enes Kanter;21;UTA;15.6;16.1;6.4;0.7;1.5
Kirk Hinrich;33;CHI;10.8;5.2;22.6;2;1
Paul Pierce;36;BRK;16.8;9.9;14.5;2.2;1.2
Jamal Crawford;33;LAC;17.3;4.2;17.4;1.4;0.4
Terrence Jones;22;HOU;19.1;14.1;7;1.3;3.5
Dion Waiters;22;CLE;14;5.3;18.2;1.6;0.7
Darren Collison;26;LAC;16.2;5;21.9;2.2;0.6
Deron Williams;29;BRK;17.6;4.9;32.8;2.4;0.5
Eric Gordon;25;NOP;14.9;4.7;16.6;1.9;0.5
Jeremy Lin;25;HOU;14.3;5.1;22.3;1.6;1
Al-Farouq Aminu;23;NOP;13.2;14.1;8.4;2.1;1.6
Jared Sullinger;21;BOS;16.4;16.7;10.1;0.9;1.8
Andre Iguodala;30;GSW;13.7;7.8;18.2;2.3;0.7
Tyreke Evans;24;NOP;18.4;9.8;30.4;2.2;0.9
Raymond Felton;29;NYK;12.9;5.7;28.1;2.1;1.2
Marco Belinelli;27;SAS;15;6.3;13.2;1.3;0.3
Norris Cole;25;MIA;8.8;5;17.9;2;0.2
Jason Thompson;27;SAC;11.1;14.8;4.1;0.8;2.3
Tony Parker;31;SAS;18.9;4.4;31.7;0.9;0.3
Boris Diaw;31;SAS;14.1;9.3;16.3;1.1;1.2
Shaun Livingston;28;BRK;14.5;7.5;20.1;2.5;1.3
Vince Carter;37;DAL;15.9;8.3;16.5;1.6;1.5
Marc Gasol;29;MEM;18.2;12.7;17.7;1.6;3.2
Miles Plumlee;25;PHO;14.6;17.9;3.3;1.3;3.5
Iman Shumpert;23;NYK;9.6;9.2;9.8;2.5;0.6
Maurice Harkless;20;ORL;11.8;7.7;6.4;2.5;2
Rodney Stuckey;27;DET;14;4.7;12.7;1.4;0.4
Tayshaun Prince;33;MEM;8.2;7.1;8.9;1.1;0.8
Ray Allen;38;MIA;12.8;6.7;11.1;1.5;0.4
Wilson Chandler;26;DEN;12.4;8.2;9.3;1.2;1.2
Kawhi Leonard;22;SAS;19.4;12.1;10.4;3;1.9
Giannis Antetokounmpo;19;MIL;10.8;10.2;12.1;1.7;2.6
Rudy Gay;27;SAC;19.6;9.1;16.3;1.8;1.4
Evan Turner;25;PHI;13.2;9.2;17.7;1.4;0.2
Pau Gasol;33;LAL;19.3;16.4;18.7;0.7;3.5
Tim Hardaway;21;NYK;12.7;3.8;5.8;1.2;0.3
J.J. Hickson;25;DEN;16.2;18.3;8.4;1.2;2
D.J. Augustin;26;CHI;16.8;3.9;29.3;1.5;0.1
John Henson;23;MIL;17.9;15.3;10.9;1.2;5.1
Avery Bradley;23;BOS;12.7;6.9;8.1;1.7;0.5
Tobias Harris;21;ORL;16.5;13;7.7;1.1;1
Mo Williams;31;POR;11.8;4.5;26.7;1.5;0.4
Nikola Vucevic;23;ORL;18.8;19.5;10.2;1.7;2
Nick Young;28;LAL;16;4.9;9;1.2;0.5
Marcus Morris;24;PHO;14.8;9.9;7.6;2;0.8
Anderson Varejao;31;CLE;17;19.6;12.2;2;1.8
Draymond Green;23;GSW;12.7;12.4;11.9;2.8;3
Dwyane Wade;32;MIA;22;8.5;25.5;2.3;1.4
Alan Anderson;31;BRK;9.5;5.9;7.3;1.4;0.5
Timofey Mozgov;27;DEN;16.7;16.1;5.5;0.7;4.2
Andrew Bogut;29;GSW;17;20.7;9.3;1.3;5.2
Tony Wroten;20;PHI;12.9;7;20.9;2.1;0.7
Patrick Beverley;25;HOU;12.4;6.2;12.8;2.2;1
Hollis Thompson;22;PHI;9.5;7.7;6.1;1.5;0.5
Matt Barnes;33;LAC;12;9.3;10.6;1.6;1.2
Jared Dudley;28;LAC;8.9;5.1;8.6;1.2;0.4
Mike Miller;33;MEM;12.5;7.2;11.5;0.8;0.2
Marvin Williams;27;UTA;14;11.5;7.7;1.7;1.5
Brian Roberts;28;NOP;13.4;4.7;22.1;1.3;0.4
Spencer Hawes;25;PHI;15.3;14.7;16.9;0.9;3.2
Nikola Pekovic;28;MIN;20.7;15.3;5.2;0.9;1.1
Tyson Chandler;31;NYK;16.4;18.7;5.5;1.2;3.4
Derrick Williams;22;SAC;11.9;10.1;5.1;1.4;0.8
Danny Green;26;SAS;13.9;7.8;8.9;2;2.7
Dante Cunningham;26;MIN;12.6;11;7.7;1.9;2.7
Andray Blatche;27;BRK;18.8;14.4;12.8;2.4;2
Samuel Dalembert;32;DAL;16.8;19.4;3.4;1.3;4.8
Thabo Sefolosha;29;OKC;10.4;7.8;8.3;2.5;0.9
Kentavious Caldwell-Pope;20;DET;9.4;5.4;5;2.4;0.6
Kendall Marshall;22;LAL;12.6;5.3;44.3;1.5;0.2
Nene Hilario;31;WAS;16.6;10.9;16.3;2.1;2.5
Trevor Booker;26;WAS;15;14.1;6.3;1.4;2.4
Manu Ginobili;36;SAS;20;7.3;29;2.3;0.8
Jeremy Lamb;21;OKC;13.4;6.9;11.8;1.8;1.4
Patrick Mills;25;SAS;18.7;6.2;15.3;2.3;0.4
E'Twaun Moore;24;ORL;11.1;5.1;11.8;2;0.7
Evan Fournier;21;DEN;10.3;7.3;11.6;1.1;0.3
Michael Kidd-Gilchrist;20;CHA;12;12.2;5.4;1.5;2.1
Jordan Hill;26;LAL;19.3;19;5.9;0.9;3.1
Shelvin Mack;23;ATL;13.2;6.2;28.8;1.7;0.1
Mike Scott;25;ATL;15.3;11.1;8.9;1;0.4
Ersan Ilyasova;26;MIL;13.8;13.3;8.4;1.6;0.4
Jose Barea;29;MIN;11.6;5.7;32.7;0.9;0
Courtney Lee;28;MEM;13.5;5.6;8.7;1.6;1.1
Shane Battier;35;MIA;8.7;5.9;6;1.8;2.3
Amar'e Stoudemire;31;NYK;18.8;12.8;4.2;0.8;2.2
Louis Williams;27;ATL;14.2;5;22.9;1.6;0.2
Derek Fisher;39;OKC;10.1;4.8;11.6;2.5;0.2
Anthony Morrow;28;NOP;13.9;5.7;6.7;1.4;0.7
Eric Bledsoe;24;PHO;19.6;8;27;2.4;0.8
Gerald Wallace;31;BOS;10;8.5;14.9;2.7;0.8
Cody Zeller;21;CHA;13.1;14.1;10.4;1.5;2.3
Elton Brand;34;ATL;14;14.8;8.1;1.4;4.9
Russell Westbrook;25;OKC;24.7;10.5;40.2;3.1;0.4
Kelly Olynyk;22;BOS;15.2;14.8;13.1;1.3;1.5
Luis Scola;33;IND;13.4;15.7;10.4;1;0.9
Chris Andersen;35;MIA;18.5;17.1;2.1;1.2;6.1
Mirza Teletovic;28;BRK;14.3;11.4;7.1;1.1;1.4
Kris Humphries;28;BOS;18.2;16.9;8.2;1.2;3.4
Glen Davis;28;ORL;13.7;11.8;8.8;1.7;1.3
Nick Collison;33;OKC;11.8;12.2;10.9;1.1;1.7
Luol Deng;28;CLE;14;8.4;12;1.4;0.3
Kosta Koufos;24;MEM;16.5;18.4;4.7;1.3;4.4
O.J. Mayo;26;MIL;11.2;5.3;14.6;1.1;0.8
Austin Rivers;21;NOP;11.6;5.6;18.7;1.8;0.6
Zaza Pachulia;29;MIL;14;14.4;16.3;1.8;0.9
Greivis Vasquez;27;TOR;14.2;6.2;29.5;1;0.2
Ryan Kelly;22;LAL;12.6;8.9;10.7;1.2;2.5
Nate Wolters;22;MIL;12.7;6.5;23.3;1.4;0.9
Ramon Sessions;27;CHA;14.6;5.1;26.2;1.3;0.4
Anthony Tolliver;28;CHA;11;7.3;5;0.8;0.9
Omri Casspi;25;HOU;12.9;11.3;10.5;1.7;0.8
Pablo Prigioni;36;NYK;13;5.9;25.6;2.8;0.1
John Salmons;34;TOR;7.6;5.3;12.1;1.4;0.7
Tony Allen;32;MEM;15.6;9.6;11.7;3.8;1.2
Mason Plumlee;23;BRK;19;14.5;8.1;2;3.6
Matthew Dellavedova;23;CLE;10.7;5.4;22.1;1.3;0.3
Tiago Splitter;29;SAS;16.5;16.1;10.1;1.2;1.8
Andrea Bargnani;28;NYK;14.5;10.4;6.1;0.6;3.7
Jae Crowder;23;DAL;11.9;8.9;6.7;2.4;1.4
Ian Mahinmi;27;IND;10.2;11.6;2.9;1.7;4.4
Tony Snell;22;CHI;8;5.7;9.1;1.3;0.9
DeJuan Blair;24;DAL;17.3;17.5;8.9;2.5;1.4
Jeremy Evans;26;UTA;16.2;14.8;6.1;1.8;3
Kendrick Perkins;29;OKC;6.3;14.2;7.6;1.1;2.2
Jordan Crawford;25;BOS;15.7;5.7;31;1.5;0.2
Steven Adams;20;OKC;11.2;15.6;4.9;1.7;3.9
C.J. Watson;29;IND;13;4.8;14.4;2.6;0.5
Kyle O'Quinn;23;ORL;16.5;17.3;10.9;1.7;5.8
Andrew Nicholson;24;ORL;9.9;12.3;3.5;0.8;1.5
Nick Calathes;24;MEM;12.3;6.9;26.5;3;0.6
Darrell Arthur;25;DEN;9.4;9.8;8;1.6;3
Elliot Williams;24;PHI;8.7;6.1;9.4;1.5;0.2
Jrue Holiday;23;NOP;17.1;7.2;38.9;2.6;0.9
Phil Pressey;22;BOS;8.8;5.3;30.8;3.1;0.3
Marcus Thornton;26;SAC;9.7;6.2;6.6;1.4;0.6
Patrick Patterson;24;TOR;16.2;12.7;9.5;2;2.4
Kevin Garnett;37;BRK;13.3;19.3;12.4;2;3
Robert Sacre;24;LAL;12.1;12.5;7;1.1;3.1
Francisco Garcia;32;HOU;9.3;6.3;8.6;1.2;2.3
Brandan Wright;26;DAL;23.5;13.1;4.7;1.5;4.2
Bismack Biyombo;21;CHA;13.3;19.3;1.1;0.3;6.3
Travis Outlaw;29;SAC;10.4;8.9;7;1;1.4
Will Bynum;31;DET;14.4;5.1;32.5;1.9;0.5
Tyler Zeller;24;CLE;15.4;15.1;5.6;0.9;3
Diante Garrett;25;UTA;7.1;5.3;17.6;2.1;0.4
Jerryd Bayless;25;BOS;12.5;4.7;20.4;2;0.3
Alonzo Gee;26;CLE;8.6;8.2;6.9;2;1.2
Chris Douglas-Roberts;27;CHA;12.2;6.6;7.9;1.5;1.2
Greg Stiemsma;28;NOP;9.7;13;5;1.8;4.7
Ish Smith;25;PHO;11.7;7.2;26;2.4;1
Rajon Rondo;27;BOS;15.3;9.3;47.7;2.1;0.2
J.J. Redick;29;LAC;16.6;4.2;12.6;1.4;0.2
C.J. Miles;26;CLE;16;5.9;9.1;2.4;1.3
Dorell Wright;28;POR;11.9;10.5;9.4;1.2;1.1
Marreese Speights;26;GSW;15.2;16.1;5.3;0.5;2.6
Tyler Hansbrough;28;TOR;14.2;17.1;2.7;1.5;1.6
Rashard Lewis;34;MIA;10.7;7.1;8.5;2.9;0.7
Omer Asik;27;HOU;14;21.7;3.8;0.7;2.8
Lavoy Allen;24;PHI;11.9;15.6;10.2;1.1;2.2
Al Horford;27;ATL;22;14.8;15.2;1.4;3.6
Ed Davis;24;MEM;15.9;16.1;4.5;0.9;3.7
James Johnson;26;MEM;18.5;10.3;18.2;2.3;5
Donatas Motiejunas;23;HOU;10.7;13.1;5.5;1;1.6
Jeff Ayres;26;SAS;11.1;15.3;8.6;0.7;1.9
Alexis Ajinca;25;NOP;14.6;16.9;6.6;1.3;4.1
Cory Joseph;22;SAS;14.7;6.4;17.2;1.9;1.1
Pero Antic;31;ATL;11.7;13.1;9.8;1;1
Jordan Farmar;27;LAL;15;6.1;34.6;2;0.6
Ramon Sessions;27;MIL;18;5.4;25.1;0.9;0.3
Xavier Henry;22;LAL;12.3;6.7;8.8;2.4;0.6
Ray McCallum;22;SAC;9.7;5;21;1.2;0.8
Steve Blake;33;LAL;12.1;6.2;33;1.9;0.2
Jermaine O'Neal;35;GSW;15.3;15;4.2;0.8;3.4
Thomas Robinson;22;POR;14.1;18.9;6;1.3;1.6
Willie Green;32;LAC;7.1;5;8.3;1.3;1
Nate Robinson;29;DEN;15.6;5;21.3;2;0.3
Luol Deng;28;CHI;17;10.5;18.7;1.5;0.4
Andrei Kirilenko;32;BRK;12.4;10.2;13.1;2.4;1.9
Aaron Brooks;29;DEN;12.9;5;27.7;1.6;0.6
Michael Beasley;25;MIA;16.8;13;8.8;1.5;2.2
Jason Smith;27;NOP;12.4;12.7;5.6;0.7;2.9
Cartier Martin;29;ATL;10.9;7.4;5.9;1.6;0.7
Caron Butler;33;MIL;12.4;11;11.9;1.5;1.1
Gorgui Dieng;24;MIN;16.5;20;7.2;1.8;4.6
Devin Harris;30;DAL;14.6;6;31;1.8;0.2
Luc Mbah a Moute;27;MIN;7.5;8;3.6;1.3;0.8
Spencer Hawes;25;CLE;16.6;14.5;13.5;0.8;2.8
Ekpe Udoh;26;MIL;7.6;10.5;5.7;1;4.4
Ryan Anderson;25;NOP;18.8;10.4;3.6;0.7;0.7
Chris Johnson;23;BOS;10.8;7;6;1.8;0.4
Quincy Miller;21;DEN;8.6;10.1;4.9;1.4;3
Quincy Acy;23;SAC;9.6;14.4;4.4;1.2;2.4
Perry Jones;22;OKC;10.1;8.4;4.9;0.9;2
Luke Ridnour;32;MIL;9.1;4.7;25.3;1.6;0.2
Chase Budinger;25;MIN;9.7;7.5;6.2;1.2;0.2
Shawne Williams;27;LAL;9.5;11.9;5.7;1.2;2.9
Jonas Jerebko;26;DET;13.4;12.9;7.8;1.4;0.6
Chris Kaman;31;LAL;17;16.6;14.1;0.7;3.9
Joel Freeland;26;POR;11.3;15.4;7.1;0.7;2.1
Darius Miller;23;NOP;9;4.2;8.7;1.7;1
Aaron Brooks;29;HOU;11.9;4.8;18.1;1.7;0.6
Henry Sims;23;PHI;17.4;13.8;10.6;1.6;1.5
Jeff Adrien;27;MIL;18.4;17.7;7.7;1.3;2.4
Earl Clark;26;CLE;8.6;10.2;3.6;1.2;2.3
Doron Lamb;22;ORL;7.5;4;9.3;0.8;0.1
Matt Bonner;33;SAS;11.2;10.6;6.1;1.1;1.2
Jeff Withey;23;NOP;15.2;12.7;5.6;1.1;6.1
Jordan Hamilton;23;DEN;13.2;10.7;7.8;2.3;1.4
Alexey Shved;25;MIN;10.2;6.6;14.9;1.9;1.8
Anthony Bennett;20;CLE;6.9;13.1;4;1.6;1
Jordan Crawford;25;GSW;11.9;5.2;14.2;1;0.2
Robbie Hummel;24;MIN;9.6;11;5;1.2;0.2
Danny Granger;30;IND;10.3;9;8.1;0.7;1.5
Udonis Haslem;33;MIA;10.5;16.8;2.9;0.9;2
Jerryd Bayless;25;MEM;11.3;5.4;15.6;1.6;0.6
Kent Bazemore;24;LAL;13.3;6.4;17.7;2.3;0.8
Jon Leuer;24;MEM;17.6;14.6;5.2;1.5;1.7
Dennis Schroder;20;ATL;5.8;5.4;22;1.3;0
Rudy Gay;27;TOR;14.7;12.1;11.5;2.3;2.9
Garrett Temple;27;WAS;7.8;6.2;15.8;2.8;1.4
Kenyon Martin;36;NYK;12.2;12.5;11.9;2.1;3.8
Jeffery Taylor;24;CHA;5.9;5.4;5.7;1.1;0.6
Marcus Thornton;26;BRK;16.1;7.1;8.6;2.3;0.4
Steve Blake;33;GSW;9.4;5;22.7;1.6;0.7
Gary Neal;29;MIL;11.2;4.7;13.4;0.6;0
Ronny Turiaf;31;MIN;13.9;15.6;5.7;0.7;6.3
Caron Butler;33;OKC;11.9;6.7;6.4;2;0.8
John Lucas;31;UTA;5.2;3.8;11.1;1.2;0
Beno Udrih;31;NYK;12.4;5.7;28.9;2;0.5
Larry Sanders;25;MIL;14;16.2;5.3;1.6;5.6
Kevin Seraphin;24;WAS;12.5;12.8;4.9;0.3;3.7
Brandon Davies;22;PHI;7.5;10.2;7.1;2;1.1
Chuck Hayes;30;TOR;9.6;16.5;7.5;2.1;1.4
Evan Turner;25;IND;9.7;8.5;18.4;1;0.3
Andre Miller;37;DEN;13.4;6.9;25.8;1.3;0.9
Jason Terry;36;BRK;7.4;3.9;15.3;1.2;0
Nazr Mohammed;36;CHI;10.1;17.7;5.8;1.3;4.1
Steve Novak;30;TOR;11.1;6.3;3.8;1.2;0.6
Archie Goodwin;19;PHO;10.3;9.2;5.7;1.9;1.6
Brook Lopez;25;BRK;25.4;11.5;6.1;0.9;4.8
Anthony Randolph;24;DEN;12.2;12.5;9.1;2.4;2.7
Al Harrington;33;WAS;9.7;9.1;8.7;1.4;0
Gary Neal;29;CHA;14;4.5;12.6;1.1;0
Courtney Lee;28;BOS;14.6;5.5;10.9;2;1.4
Reggie Evans;33;SAC;13.8;20.9;4.8;2.4;0.2
Aron Baynes;27;SAS;9.7;16.6;9.9;0.2;0.7
Shane Larkin;21;DAL;8.3;5;20.4;2.7;0.2
Vitor Faverani;25;BOS;11;14.9;5.2;1.5;4.3
Jason Maxiell;30;ORL;8.1;10;2.8;0.8;3.2
Ryan Hollins;29;LAC;11.9;10.4;2.4;0.9;4.9
Andrew Bynum;26;CLE;14.8;14.7;9.6;0.6;4.9
C.J. McCollum;22;POR;9;5.4;8.7;1.5;0.3
Luke Babbitt;24;NOP;12.1;10.8;9.4;0.8;1.9
Jan Vesely;23;WAS;11.5;13.9;3.1;2.8;3.3
Miroslav Raduljica;26;MIL;15.3;13.3;8.3;0.8;2.3
Greivis Vasquez;27;SAC;14.1;4.1;32.8;0.7;0.2
Jimmer Fredette;24;SAC;16.3;5.5;23.5;1.5;0.5
John Salmons;34;SAC;8.3;5.8;14.7;1.4;1.5
Rudy Gobert;21;UTA;12.9;20.6;2.4;1;7.4
Gustavo Ayon;28;ATL;12.9;16.9;10;3;1.8
Brandon Rush;28;UTA;4.1;6.1;8.5;0.6;1.7
Patrick Patterson;24;SAC;10.3;13.5;5.6;1.6;0.6
Andre Miller;37;WAS;14.6;8;33.9;2.4;0.4
Toney Douglas;27;MIA;10.9;9.3;17.3;1.7;0.6
Reggie Evans;33;BRK;9;22.4;1.8;1.7;0.4
Andre Roberson;22;OKC;9;13.3;5.2;2.4;2
Jeremy Tyler;22;NYK;13;16.1;3.3;0.8;4.5
Reggie Bullock;22;LAC;6.7;7.6;4.3;1.1;0.2
Drew Gooden;32;WAS;18.4;16.7;6.3;1.3;1.5
Wayne Ellington;26;DAL;12.2;6.3;7.1;2.1;0.4
Donald Sloan;26;IND;8.5;6.3;20.1;1.3;0.2
Hedo Turkoglu;34;LAC;11.3;12.6;11.9;2.4;2
Metta World Peace;34;NYK;11.7;8.9;7.1;3.3;1.8
Will Barton;23;POR;13.5;10.3;13.3;1.2;1.3
Rasual Butler;34;IND;12.2;6.1;7.4;1;1.8
Luke Ridnour;32;CHA;8.6;5.2;22.4;1.2;1.3
Ronnie Price;30;ORL;7.6;6.5;25.6;3.4;0.4
Toure' Murry;24;NYK;11.1;6.9;21.5;2.7;0.2
Leandro Barbosa;31;PHO;11.5;5.6;13.4;1;0.8
Alex Len;20;PHO;7.3;15.3;1.6;0.6;3.8
Meyers Leonard;21;POR;9.4;16.8;7.3;1;1
Jordan Hamilton;23;HOU;11.7;9.7;8;1.9;1.5
Orlando Johnson;24;IND;6.1;8.4;7.2;0.9;0.2
Jarvis Varnado;25;PHI;13.4;10.1;5.7;1.4;6.9
Aaron Gray;29;SAC;7.9;17.4;8.2;1.5;1.9
Cole Aldrich;25;NYK;19.1;23;6.4;1.3;8.1
Landry Fields;25;TOR;8.6;10.7;9.3;1.6;0.7
Otto Porter;20;WAS;6;10.4;4.6;1.3;0.3
Josh Harrellson;24;DET;13.4;13.1;6.9;1;3.8
Steve Nash;39;LAL;12.2;4.9;40.3;1.1;0.5
Derrick Rose;25;CHI;9.7;5.9;26.2;0.9;0.2
Chauncey Billups;37;DET;5.3;4.9;18.7;1.3;0.3
Glen Davis;28;LAC;10.3;12.4;3.3;1.9;1.7
Jan Vesely;23;DEN;14.5;13.8;5.4;4.3;3.9
Nando De Colo;26;SAS;13.2;8.4;15.1;2.5;0.7
Gal Mekel;25;DAL;5.4;5.3;30.1;0.7;0.3
Shabazz Muhammad;21;MIN;13.1;10;3.4;1.4;0.3
Ben Gordon;30;CHA;6.4;5.5;12.2;1.9;0.6
Stephen Curry;27;GSW;37.4;8.4;30.6;3.3;0.5
Quincy Pondexter;25;MEM;10.3;5.7;11;1;0.3
Tyshawn Taylor;23;BRK;5.4;3.3;21.4;2.3;0.3
Kent Bazemore;24;GSW;6.2;8.1;10.9;2.2;1.7
Toney Douglas;27;GSW;6.5;5.4;10.3;1.1;0.6
Chris Copeland;29;IND;17.6;6.8;12.6;0.6;2
Roger Mason;33;MIA;8.2;5.3;10.5;1.2;0.3
Jeff Adrien;27;CHA;14.9;19.4;4.1;1.4;4.6
Isaiah Canaan;22;HOU;9.5;5.3;13.2;1.6;1.2
Daniel Orton;23;PHI;10.5;13.1;8.5;1.2;5.1
Chris Singleton;24;WAS;8.8;12.8;3.5;1.9;1
Antawn Jamison;37;LAC;7.8;12.3;4.1;1.8;0.9
Byron Mullens;24;PHI;16.1;13.1;5.5;1.8;2.6
Jorge Gutierrez;25;BRK;8.7;5.4;19.4;2.2;0.3
Marquis Teague;20;CHI;0;4.5;17.9;0.4;1.3
Jannero Pargo;34;CHA;18.9;4.7;40.3;3;0.3
Luigi Datome;26;DET;8;10.6;7;1.3;0.3
James Jones;33;MIA;15.4;6.1;5.8;0.7;1.5
Dewayne Dedmon;24;ORL;12.5;18.9;1.3;1.5;4.4
Carl Landry;30;SAC;11.2;13.8;3.4;0.7;0.3
MarShon Brooks;25;LAL;16.5;7;15.2;2.6;0.9
Solomon Hill;22;IND;7.6;10.2;7.9;1.1;0.7
